country_id,winner_id,name,NumMatchWon
EGY,241002,Malak Arafat,4
EGY,230874,Mai Elkamash,4
EGY,230125,Nour Hassan Moustafa,4
EGY,223324,Dalia Sherif,3
EGY,215751,Mayar Eltony,3
EGY,222698,Farida Sabra,3
EGY,223674,Nouray Metwally,3
EGY,213648,Ahlam Shawkat,2
EGY,222600,Kenzy Ramy,2
EGY,223088,Engy Abouelseoud,2
EGY,223675,Farah Haitham Kassem,2
EGY,206086,Mai El Kamash,2
EGY,222973,Mariam Hatem Ibrahim,2
EGY,230873,Jana Elgebily,2
EGY,231626,Layla Shoukry,2
EGY,223676,Leena Metwally,1
EGY,225848,Jana Abdelaziz,1
EGY,223672,Kenzy Sherif Elhamrawy,1
EGY,222731,Hla Saber,1
EGY,230128,Renad Ayman Maamoun,1
EGY,221993,Caroline Fawzy,1
EGY,242446,Dana Mousa,1
EGY,222999,Mariam Mahmoud,1
EGY,223265,Kenzy Abdelaal,1
EGY,241736,Jana Elagamy,1
EGY,237475,Login Khairy,1
EGY,222996,Roaa Elatrebi,1
EGY,220702,Hala Khaled,1
EGY,231628,Rawan Abdelaziz,1
EGY,230878,Chantal Kamel,1
EGY,230126,Habiba Elgerby,1
EGY,223678,Lina Sarhan,1
EGY,230123,Hams Metwali,1
EGY,220271,Yusra Hegy,1
ESA,105656,Marcelo Arevalo,114
ESP,104745,Rafael Nadal,262
ESP,105138,Roberto Bautista Agut,220
ESP,106148,Roberto Carballes Baena,214
ESP,211651,Paula Badosa,197
ESP,202469,Garbine Muguruza,196
ESP,105807,Pablo Carreno Busta,196
ESP,204427,Sara Sorribes Tormo,194
ESP,203463,Nuria Parrizas Diaz,184
ESP,206216,Olga Saez Larra,168
ESP,105077,Albert Ramos,168
ESP,202916,Georgina Garcia Perez,166
ESP,206253,Ivonne Cavalle Reimers,161
ESP,144719,Jaume Munar,156
ESP,213706,Irene Burillo Escorihuela,154
ESP,215453,Marina Bassols Ribera,150
ESP,126535,Carlos Taberner,148
ESP,104629,Adrian Menendez Maceiras,146
ESP,124079,Pedro Martinez,143
ESP,126523,Bernabe Zapata Miralles,132
ESP,104719,Marcel Granollers,129
ESP,200221,Alejandro Davidovich Fokina,128
ESP,104198,Guillermo Garcia Lopez,127
ESP,104269,Fernando Verdasco,126
ESP,201521,Carla Suarez Navarro,122
ESP,210622,Andrea Lazaro Garcia,120
ESP,213835,Alba Carrillo Marin,119
ESP,103852,Feliciano Lopez,119
ESP,213557,Maria Gutierrez Carrasco,117
ESP,214937,Eva Guerrero Alvarez,116
ESP,202418,Lara Arruabarrena,114
ESP,215571,Guiomar Maristany Zuleta De Reales,109
ESP,106408,Mario Vilella Martinez,109
ESP,105782,Enrique Lopez Perez,99
ESP,215174,Claudia Hoste Ferrer,99
ESP,104665,Pablo Andujar,97
ESP,104593,Daniel Gimeno Traver,97
ESP,215798,Rosa Vicens Mas,96
ESP,201562,Silvia Soler Espinosa,93
ESP,211508,Josephine Boualem,92
ESP,214236,Angela Fita Boluda,87
ESP,103990,Tommy Robredo,86
ESP,103970,David Ferrer,83
ESP,200095,Nicola Kuhn,79
ESP,215398,Lucia Cortez Llorca,78
ESP,214145,Julia Payola,74
ESP,105751,Roberto Ortega Olmedo,68
ESP,222601,Jessica Bouzas Maneiro,68
ESP,214212,Noelia Bouzo Zanotti,68
ESP,216078,Celia Cervino Ruiz,67
ESP,207989,Carlos Alcaraz Garfia,66
ESP,105438,Inigo Cervantes Huegun,65
ESP,201640,Maria Teresa Torro Flor,63
ESP,209945,Almudena Sanz Llaneza Fernandez,62
ESP,213567,Maria Jose Luque Moreno,59
ESP,216091,Ana Lantigua De La Nuez,58
ESP,201638,Estrella Cabeza Candela,57
ESP,105529,Carlos Gomez Herrera,54
ESP,206339,Olga Parres Azcoitia,51
ESP,220781,Carlota Martinez Cirez,51
ESP,206276,Ainhoa Atucha Gomez,50
ESP,106177,Oriol Roca Batalla,48
ESP,103105,Ruben Ramirez Hidalgo,47
ESP,104597,Nicolas Almagro,43
ESP,106120,Ricardo Ojeda Lara,43
ESP,105283,Gerard Granollers,39
ESP,220742,Leyre Romero Gormaz,38
ESP,105515,Jordi Samper Montana,38
ESP,221454,Alba Rey Garcia,38
ESP,103926,Daniel Munoz de la Nava,37
ESP,215698,Paula Arias Manjon,34
ESP,214444,Estela Perez Somarriba,31
ESP,216406,Angeles Moreno Barranquero,30
ESP,221213,Ane Mintegi Del Olmo,30
ESP,222016,Marta Custic,27
ESP,215699,Lucia Marzal Martinez,27
ESP,203520,Arabela Fernandez Rabener,27
ESP,200266,Javier Barranco Cosano,27
ESP,103656,Albert Montanes,26
ESP,105137,Pere Riba,25
ESP,220999,Gemma Lairon Navarro,25
ESP,214885,Meritxell Perera Ros,24
ESP,106375,Pol Toledo Bague,24
ESP,105300,Sergio Gutierrez Ferrol,23
ESP,214189,Alicia Herrero Linana,22
ESP,215930,Nora Ayala Serra,22
ESP,110754,David Vega Hernandez,22
ESP,220289,Isabel Adrover Gallego,21
ESP,202197,Carlos Gimeno Valero,21
ESP,213630,Valeria Koussenkova,21
ESP,207663,Nikolas Sanchez Izquierdo,20
ESP,202704,Rocio De La Torre Sanchez,19
ESP,106117,Carlos Boluda Purkiss,19
ESP,105128,Guillermo Olaso,19
ESP,201440,Laura Pous Tio,17
ESP,214442,Lidia Moreno Arias,16
ESP,220564,Judith Perello Saavedra,14
ESP,106238,Andres Artunedo Martinavarro,13
ESP,219798,Laia Conde Monfort,12
ESP,201452,Lourdes Dominguez Lino,11
ESP,211028,Maria Martinez Martinez,11
ESP,105789,Marc Giner,10
ESP,216198,Ana Giraldi Requena,10
ESP,215701,Esther Lopez Alcaraz,9
ESP,106354,Eduard Esteve Lobato,9
ESP,214693,Marta Garcia Gausi,8
ESP,222824,Maria Dolores Lopez Martinez,8
ESP,214216,Marta Huqi Gonzalez Encinas,8
ESP,106322,David Perez Sanz,8
ESP,220116,Pilar Astigarraga Harper,7
ESP,132852,Pablo Vivero Gonzalez,7
ESP,215457,Carlota Molina Megias,6
ESP,221457,Claudia De Las Heras Armenteras,6
ESP,221197,Lucia Llinares Domingo,6
ESP,134457,Nicolas Moreno De Alboran,6
ESP,204428,Miriam Civera Lima,6
ESP,221001,Paula Ortega Redondo,6
ESP,216229,Marina Benito,6
ESP,220753,Marta Garcia Reboredo Montesdeoca,6
ESP,223326,Raquel Gonzalez Vilar,6
ESP,222239,Carmen Gallardo Guevara,6
ESP,105894,Javier Marti,5
ESP,222891,Maria Martinez Vaquero,5
ESP,125854,Jaume Pla Malfeito,5
ESP,123812,Jose Fco Vidal Azorin,5
ESP,220163,Ares Teixido Garcia,5
ESP,225847,Ksenia San Luis Kravtseva,5
ESP,214160,Eva Martinez Regalado,5
ESP,211956,Ariadna Marti Riembau,5
ESP,215995,Yesica De Lucas,5
ESP,126737,Alberto Romero De Avila Senise,5
ESP,215354,Lucia De La Puerta Uribe,4
ESP,126533,Alvaro Lopez San Martin,4
ESP,223141,Sara Dols,4
ESP,220164,Maria Aran Teixido Garcia,4
ESP,225850,Maria Garcia Cid,4
ESP,213860,Ana Roman Dominguez,4
ESP,221122,Carmen Garri Murcia,4
ESP,222908,Jordina Cegarra Ramirez,3
ESP,225851,Claudia Martinez De Velasco,3
ESP,221432,Ariadna Briones Ginesta,3
ESP,205881,Lucia Martinez Gomez,3
ESP,221458,Silvia Martinez Jimenez,3
ESP,231629,Naroa Aranzabal,3
ESP,216131,Marta Perez Mur,3
ESP,105758,Juan Lizariturry,3
ESP,202199,Carlos Sanchez Jover,3
ESP,222238,Alba Retortillo Soiras,3
ESP,106403,Albert Alcaraz Ivorra,3
ESP,222281,Amanda Montes Khaghani,3
ESP,208279,Alejandro Moro Canas,3
ESP,207704,Alex Marti Pujolras,3
ESP,222662,Meritxell Boix Molla,3
ESP,223328,Claudia Sanchez Quesada,3
ESP,201287,Maria Jose Martinez Sanchez,3
ESP,220638,Nadja Bay Christians,3
ESP,222345,Blanca Cortijo Parreno,2
ESP,220565,Angela Juarez Blanco,2
ESP,223390,Paula Sanchez Rodriguez,2
ESP,221288,Maria Berlanga Bandera,2
ESP,104936,Jorge Hernando Ruano,2
ESP,126748,Juan Pablo Canas Garcia,2
ESP,126222,Jaime Fermosell Delgado,2
ESP,215353,Mercedes Aristegui,2
ESP,220060,Andrea Sauco Roque,2
ESP,223023,Bruna Casasampere Escoda,2
ESP,231636,Raquel Caballero Chica,2
ESP,225854,Carmen Lopez Martinez,2
ESP,221135,Uxia Martinez Moral,2
ESP,232881,Cristina Diaz Adrover,2
ESP,200374,Nicolas Alvarez Varona,2
ESP,200608,Andres Fernandez Canovas,2
ESP,234477,Laura Garcia Astudillo,2
ESP,104544,Ricardo Villacorta Alonso,2
ESP,215964,Cristina Mayorova Bakhtina,2
ESP,234226,Nataly Miroslavova Ninova,2
ESP,215963,Tanit Lopez Lopez,2
ESP,231634,Berta Miret Avante,2
ESP,132331,Jorge Blanco Guadalupe,2
ESP,225855,Vitoria Solis Urdiales,2
ESP,220996,Gloria Alogo Piqueras,1
ESP,223381,Carmen Juan Bru,1
ESP,223679,Tabatha Suarez,1
ESP,106197,Samuel Ribeiro Navarrete,1
ESP,215128,Alexandra Alegre Ferre,1
ESP,137573,Pedro Uribe,1
ESP,221623,Lidia Gonzalez,1
ESP,239409,Andrea Burguete Beltran,1
ESP,215623,Paola Exposito Diaz Delgad,1
ESP,221580,Marta Falceto Font,1
ESP,223121,Natalia Mora Ballo,1
ESP,207490,Carlos Lopez Montagud,1
ESP,221669,Julieta Honrubia Andrino,1
ESP,221144,Andrea Redondo Gutierrez,1
ESP,206192,Tao Castillo Bernal,1
ESP,223369,Simona Karlsson Hantzis,1
ESP,223147,Paola Moreno Bautista,1
ESP,239434,Rocio Martinez Azcarraga,1
ESP,223681,Paula Rodriguez Gregoris,1
ESP,208540,Inaki Montes De La Torre,1
ESP,231635,Ines Costa,1
ESP,222313,Irati Urbaneja Salazar,1
ESP,223383,Jana Rovira Alier,1
ESP,221732,Lara Marco Mas,1
ESP,231642,Irene Fuster Hidalgo,1
ESP,134544,Jose Antonio Dugo Reyes,1
ESP,203406,Lucia Cervera Vazquez,1
ESP,105314,Javier Pulgar Garcia,1
ESP,239117,Ana Martinez Vaquero,1
ESP,215622,Silvia Bordes Caselles,1
ESP,121669,Sergio Martos Gornes,1
ESP,222170,Laia Giralt,1
ESP,220563,Maria Oliver Sanchez,1
ESP,216274,Ines Benito,1
ESP,241004,Lola Diaz Gonzalez,1
ESP,222430,Laura Munoz Baroja Orallo,1
ESP,220290,Dami Edibson Messiah,1
ESP,214214,Alba Cortina Pou,1
ESP,200447,Diego Garcia Dalisay,1
ESP,223384,Jordina Font,1
ESP,216302,Alexia Alvarez Gerochristodoulou,1
ESP,216301,Loretto Villalba Rubio,1
ESP,213705,Natividad Lopez Diaz,1
ESP,200469,Iouri Sant Syromolotov Netrebin,1
ESP,216112,Angela Diez Plagaro,1
ESP,104043,Marc Lopez,1
ESP,126502,Luis Diego Chavez Villalpando,1
ESP,103924,Marc Fornell Mestres,1
ESP,221453,Maialen Morante Oyague,1
ESP,203490,Beatriz Leon Hernandez,1
ESP,215369,Blanca Puig Caballero,1
ESP,216402,Marina Alcaide Bakari,1
ESP,222564,Ainhoa Meili Fernandez Del Moral Perier,1
ESP,222665,Judith Hernandez Miranda,1
ESP,239405,Lucia Conde Zalona,1
ESP,222434,Eva Arranz,1
ESP,239402,Maria Castano,1
ESP,207546,Pol Martin Tiffon,1
ESP,233724,Marina De Diego Quinones,1
ESP,214662,Olga Esteve Mendez,1
ESP,221286,Silvia Vargas Jimenez,1
ESP,222364,Marta Calvo Larraz,1
ESP,103543,David Marrero,1
ESP,216276,Carla Girbau Romero,1
EST,204426,Anett Kontaveit,178
EST,201466,Kaia Kanepi,128
EST,216116,Elena Malygina,98
EST,105132,Jurgen Zopp,89
EST,216118,Maria Lota Kaul,46
EST,216119,Maileen Nuudi,25
EST,220043,Katriin Saar,21
EST,214176,Valeria Gorlats,20
EST,221204,Helena Narmont,18
EST,104901,Vladimir Ivanov,16
EST,222350,Lissi Kubre,13
EST,216117,Saara Orav,11
EST,223374,Elizabeth Jurna,9
EST,222381,Anet Angelika Koskel,7
EST,221205,Sofiya Chekhlystova,6
EST,222379,Polina Ramenskaja,6
EST,223091,Karola Suviste,3
EST,223344,Elisabeth Iila,2
EST,144932,Kristjan Tamm,2
EST,144807,Kenneth Raisma,2
EST,222914,Liisa Varul,1
EST,216115,Carol Plakk,1
EST,206750,Daniil Glinka,1
FIN,200325,Emil Ruusuvuori,107
FIN,215395,Oona Orpana,77
FIN,211288,Mia Nicole Eklund,48
FIN,105349,Harri Heliovaara,30
FIN,203290,Piia Suomalainen,22
FIN,220571,Liisa Vehvilainen,19
FIN,126609,Patrik Niklas Salminen,17
FIN,201441,Emma Laine,11
FIN,221222,Venla Ahti,8
FIN,202261,Otto Virtanen,6
FIN,216104,Alexandra Anttila,5
FIN,214739,Mariella Minetti,5
FIN,221523,Nikita Liebkind,4
FIN,222397,Laura Hietaranta,4
FIN,109520,Herkko Pollanen,4
FIN,216300,Aino Alkio,3
FIN,103813,Jarkko Nieminen,3
FIN,222093,Eveliina Koivupuisto,3
FIN,103643,Lauri Kiiski,2
FIN,109684,Sami Huurinainen,2
FIN,105484,Max Wennakoski,2
FIN,216107,Ella Haavisto,2
FIN,241719,Marissa Minetti,2
FIN,213878,Milka Emilia Pasanen,1
FIN,241740,Serena Hatakka,1
FIN,221521,Emilia Hartman,1
FIN,241741,Paula Susanna Joukanen,1
FIN,105759,Henrik Sillanpaa,1
FIN,223052,Eija Jaatinen,1
FIN,126625,Pyry Hyrkkonen,1
FIN,241738,Heta Nuutinen,1
FIN,210439,Ella Leivo,1
FIN,221757,Martina Minetti,1
FIN,215723,Monica Malinen,1
FIN,241724,Daliyah Hammoud,1
FIN,144814,Eero Vasa,1
FIN,241745,Clarissa Blomqvist,1
FIN,222427,Stella Remander,1
FRA,206219,Oceane Dodin,190
FRA,201614,Caroline Garcia,189
FRA,105173,Adrian Mannarino,170
FRA,111460,Quentin Halys,165
FRA,214219,Tessah Andrianjafitrimo,164
FRA,106288,Mathias Bourgue,164
FRA,106137,Tristan Lamasine,159
FRA,214220,Margot Yerolymos,159
FRA,104792,Gael Monfils,159
FRA,105332,Benoit Paire,158
FRA,201540,Kristina Mladenovic,157
FRA,126125,Maxime Janvier,155
FRA,105732,Pierre Hugues Herbert,152
FRA,104871,Jeremy Chardy,149
FRA,211552,Harmony Tan,149
FRA,104755,Richard Gasquet,149
FRA,211539,Fiona Ferro,147
FRA,211316,Jessika Ponchet,146
FRA,201427,Alize Cornet,145
FRA,106296,Gregoire Barrere,142
FRA,106298,Lucas Pouille,140
FRA,203281,Amandine Hesse,139
FRA,214254,Alice Rame,138
FRA,214319,Sara Cakarevic,136
FRA,202706,Manon Arcangioli,136
FRA,203564,Chloe Paquet,134
FRA,106005,Constant Lestienne,133
FRA,206277,Marine Partaud,133
FRA,200005,Ugo Humbert,132
FRA,144895,Corentin Moutet,131
FRA,104468,Gilles Simon,131
FRA,104542,Jo-Wilfried Tsonga,125
FRA,202656,Estelle Cascino,122
FRA,126156,Antoine Hoang,119
FRA,203558,Lou Brouleau,118
FRA,201426,Pauline Parmentier,117
FRA,126127,Benjamin Bonzi,115
FRA,211019,Audrey Albie,114
FRA,211382,Caroline Romeo,113
FRA,202707,Myrtille Georges,112
FRA,220733,Carole Monnet,110
FRA,104932,Kenny De Schepper,106
FRA,204366,Victoria Muntean,100
FRA,206166,Jade Suvrijn,100
FRA,124186,Alexandre Muller,97
FRA,126409,Hugo Grenier,92
FRA,103565,Stephane Robert,91
FRA,111505,Enzo Couacaud,90
FRA,202640,Irina Ramialison,90
FRA,200611,Elliot Benchetrit,90
FRA,104672,Vincent Millot,85
FRA,126239,Arthur Rinderknech,84
FRA,205714,Julie Gervais,84
FRA,214317,Mallaurie Noel,84
FRA,103917,Nicolas Mahut,84
FRA,214312,Sherazad Reix,82
FRA,123921,Calvin Hemery,80
FRA,215806,Alice Robbe,77
FRA,105163,Gleb Sakharov,75
FRA,202430,Alize Lim,74
FRA,202621,Elixane Lechemia,73
FRA,103898,Julien Benneteau,73
FRA,120775,Sadio Doumbia,73
FRA,210865,Marie Temin,70
FRA,215778,Emma Lene,68
FRA,220348,Diane Parry,65
FRA,220305,Salma Djoubri,65
FRA,203487,Andrea Ka,64
FRA,216262,Clara Burel,63
FRA,211484,Lou Adler,61
FRA,210056,Priscilla Heise,61
FRA,203559,Clothilde De Bernardi,60
FRA,215657,Kelia Le Bihan,59
FRA,214299,Lucie Wargnier,59
FRA,213555,Theo Gravouil,59
FRA,220554,Alice Tubello,58
FRA,144972,Geoffrey Blancaneaux,57
FRA,206417,Leolia Jeanjean,57
FRA,215802,Emeline Dartron,56
FRA,105938,Antoine Escoffier,56
FRA,105860,Tak Khunn Wang,56
FRA,215588,Yasmine Mansouri,55
FRA,211537,Mathilde Armitano,52
FRA,202703,Constance Sibille,50
FRA,211021,Lea Tholey,50
FRA,213909,Clemence Fayol,50
FRA,219979,Marie Villet,49
FRA,215726,Tiphanie Fiquet,49
FRA,220330,Margaux Orange,48
FRA,131905,Manuel Guinard,47
FRA,221157,Diana Martynov,46
FRA,105678,Axel Michon,45
FRA,103908,Paul Henri Mathieu,44
FRA,200384,Hugo Gaston,44
FRA,210584,Fiona Codino,44
FRA,215855,Irys Ekani,44
FRA,215776,Emmanuelle Girard,43
FRA,221191,Margaux Rouvroy,43
FRA,145001,Evan Furness,42
FRA,220512,Maelys Bougrat,42
FRA,221052,Aubane Droguet,40
FRA,210702,Pauline Payet,38
FRA,105874,Albano Olivetti,37
FRA,221911,Selena Janicijevic,37
FRA,203317,Amandine Cazeaux,37
FRA,221018,Julie Belgraver,36
FRA,105559,Jonathan Eysseric,35
FRA,111512,Johan Sebastien Tatlot,34
FRA,214257,Vinciane Remy,34
FRA,111506,Maxime Hamou,32
FRA,126512,Fabien Reboul,31
FRA,221192,Sophia Biolay,30
FRA,213554,Louise Lampla,30
FRA,104095,David Guez,30
FRA,216099,Loudmilla Bencheikh,29
FRA,220349,Ines Nicault,28
FRA,211486,Manon Peral,28
FRA,222602,Nina Radovanovic,28
FRA,144675,Baptiste Crepatte,28
FRA,221496,Jade Bornay,27
FRA,123920,Gregoire Jacq,27
FRA,221039,Elsa Jacquemot,27
FRA,144656,Corentin Denolly,26
FRA,125796,Remi Boutillier,26
FRA,106172,Maxime Chazal,25
FRA,222391,Lois Boisson,24
FRA,215831,Mylene Halemai,24
FRA,200043,Virginie Razzano,23
FRA,215807,Manon Leonard,23
FRA,206171,Alice Bacquie,23
FRA,205125,Gaelle Desperrier,23
FRA,200188,Matteo Martineau,23
FRA,221468,Lucie Nguyen Tan,23
FRA,215633,Ambre Feder,22
FRA,106362,Laurent Lokoli,22
FRA,221522,Evita Ramirez,21
FRA,221486,Amandine Monnot,21
FRA,220687,Olympe Lancelot,21
FRA,222171,Nahia Berecoechea,21
FRA,216252,Giulia Morlet,20
FRA,105098,Alexandre Sidorenko,20
FRA,211538,Carla Touly,20
FRA,221321,Karen Marthiens,20
FRA,211543,Jennifer Zerbone,20
FRA,202449,Victoria Larriere,19
FRA,221524,Margaux Komano,19
FRA,236980,Astrid Cirotte,18
FRA,222347,Marine Szostak,18
FRA,221740,Helena Stevic,18
FRA,105917,Gianni Mina,18
FRA,221549,Mathilde Dury,17
FRA,221682,Jenifer Anger,17
FRA,215050,Schena Benamar,17
FRA,105415,Maxime Tabatruong,16
FRA,104852,Yannick Jankovits,16
FRA,211961,Emmanuelle Salas,16
FRA,221193,Rania Azziz,15
FRA,208021,Kyrian Jacquet,14
FRA,201561,Claire Feuerstein,14
FRA,104273,Edouard Roger Vasselin,14
FRA,219976,Pauline Courcoux,14
FRA,222393,Celia Belle Mohr,13
FRA,104579,Romain Jouan,13
FRA,206274,Agathe Timsit,13
FRA,144946,Rayane Roumane,12
FRA,223402,Chloe Noel,12
FRA,220709,Maneva Rakotomalala,12
FRA,231638,Helena Mohamed,11
FRA,106191,Mick Lescure,11
FRA,221746,Oceane Babel,11
FRA,215416,Kassandra Davesne,11
FRA,209070,Arthur Cazaux,11
FRA,208004,Harold Mayot,10
FRA,221390,Coralie Garrigues,10
FRA,223340,Caroline Vernet,10
FRA,221194,Flavie Brugnone,10
FRA,221717,Juline Fayard,10
FRA,223197,Joanna Tomera,9
FRA,221443,Mathilde Lollia,9
FRA,219929,Zoe Richard,9
FRA,214318,Eleonore Barrere,9
FRA,215438,Cindy Castille,9
FRA,105716,Tom Jomby,9
FRA,215557,Julia Vulpio,9
FRA,221483,Juliette Loliee,9
FRA,206758,Antoine Cornut Chauvinc,9
FRA,106033,Romain Arneodo,9
FRA,205964,Laetitia Sarrazin,8
FRA,134792,Jules Okala,8
FRA,221388,Aminata Sall,8
FRA,105088,Laurent Rochette,8
FRA,105178,Alexis Musialek,8
FRA,105270,Maxime Teixeira,8
FRA,211290,Sybille Gauvain,8
FRA,200773,Stephanie Foretz Gacon,8
FRA,230872,Jade Marie,7
FRA,215935,Zoe Bourbotte,7
FRA,223285,Anaelle Leclercq,7
FRA,223437,Cosima Trinity Calinescu,7
FRA,210583,Brandy Mina,6
FRA,228107,Selya Rakki,6
FRA,220790,Emma Mazzoni,6
FRA,214320,Valentine Bacher,6
FRA,106355,Jonathan Kanar,6
FRA,208169,Titouan Droguet,6
FRA,104802,Fabrice Martin,5
FRA,105844,Joffrey De Schepper,5
FRA,221907,Zoe Billon,5
FRA,144701,Mathieu Perchicot,5
FRA,215638,Chloe Cirotte,5
FRA,221016,Esther Bataille,5
FRA,230121,Hanna Bougouffa,5
FRA,215805,Marie Mattel,5
FRA,221491,Sariaka Veronika Rachelle Radilofe,5
FRA,213553,Camille Sireix,5
FRA,144787,Gabriel Petit,5
FRA,225858,Sarah Iliev,5
FRA,104924,Alexandre Penaud,5
FRA,211341,Sarah Finck,4
FRA,222346,Laia Petretic,4
FRA,200385,Dan Added,4
FRA,134794,Alexis Gautier,4
FRA,234474,Alyssa Reguer,4
FRA,215754,Lea Romain,4
FRA,216227,Lola Marandel,4
FRA,215725,Sihem Bellahouel,4
FRA,214233,Julie Razafindranaly,4
FRA,106156,Sebastien Boltz,4
FRA,201428,Mathilde Johansson,4
FRA,133014,Enzo Wallart,4
FRA,127606,Quentin Gueydan,4
FRA,144788,Louis Tessa,4
FRA,220934,Juliette Mazzoni,4
FRA,111427,Adrien Puget,3
FRA,221917,Helene Kereselidze,3
FRA,105836,Jules Marie,3
FRA,215051,Juliette Colard,3
FRA,105118,Dorian Descloix,3
FRA,214878,Sophie Muntean,2
FRA,123827,Samuel Bensoussan,2
FRA,104993,Martin Vaisse,2
FRA,133857,Maxime Mora,2
FRA,220734,Maissane Aik Haymoz,2
FRA,131912,Ronan Joncour,2
FRA,223330,Maelie Monfils,2
FRA,222757,Savine Erler,2
FRA,223400,Leire De Ezcurra,2
FRA,222392,Lou Anne Guerbert,2
FRA,138652,Hugo Voljacques,2
FRA,106337,Loic Perret,2
FRA,215528,Anna Maria Jovanovic,2
FRA,211143,Julie Tringa,2
FRA,110600,Robert Quentin,2
FRA,200643,Jurgen Briand,2
FRA,206275,Maud Vigne,1
FRA,215364,Catherine Roche,1
FRA,238333,Laure Razet,1
FRA,215737,Clara Froget,1
FRA,130550,Victor Ouvrard,1
FRA,222735,Justine Lespes,1
FRA,222418,Tara Zoppas,1
FRA,234489,Clarisse Aussert,1
FRA,223296,Marion Deloziere,1
FRA,209950,Arthur Fils,1
FRA,134786,Pierre Faivre,1
FRA,104720,Florian Reynet,1
FRA,238331,Camilia Samel Druz,1
FRA,131904,Louis Chaix,1
FRA,105875,Thomas Giraudeau,1
FRA,145014,Thomas Laurent,1
FRA,230871,Souhila Aouni,1
FRA,216003,Anita Hutellier,1
FRA,122520,Paul Cayre,1
FRA,232446,Noemie Oliveras,1
FRA,222552,Diane Flament,1
FRA,208316,Valentin Royer,1
FRA,213013,Anais Van Cauter,1
FRA,222151,Angele Devaux,1
FRA,221317,Ana Conde Vendrell,1
FRA,200312,Noe Khlif,1
FRA,144970,Constantin Bittoun Kouzmine,1
FRA,234479,Shanice Roignot,1
FRA,208421,Lilian Marmousez,1
FRA,105414,Matthieu Roy,1
FRA,216255,Pauline Dore,1
FRA,208659,Giovanni Mpetshi Perricard,1
FRA,202125,Benjamin Pietri,1
FRA,127239,Tony Bourcet,1
FRA,221025,Karine Marion Job,1
FRA,104390,Jonathan Hilaire,1
FRA,200006,Hugo Pontico,1
FRA,234490,Thessy Ntondele Zinga,1
FRA,223040,Philippine Gabalda,1
FRA,202127,Clement Tabur,1
FRA,202126,Jaimee Floyd Angele,1
FRA,215388,Sandra Bozinovic,1
FRA,239456,Tiantsoa Sarah Rakotomanga Rajaonah,1
FRA,234484,Constance Levivier,1
FRA,202324,Maxence Broville,1
FRA,216004,Vanessa Ridolfo,1
FRA,106280,Maxime Tchoutakian,1
FRA,220994,Tina Ronel,1
FRA,126276,Thomas Brechemier,1
FRA,220993,Lauren Pastor,1
FRA,208147,Alexandre Aubriot,1
FRA,222970,Juliette Daries,1
FRA,220385,Ysabel Gonzalez Rico,1
FRA,221485,Marie Lou Faoro,1
GAB,220683,Celestine Avomo Ella,12
GAB,221494,Manuella Maria Lisa Nyonda,1
GBR,105554,Daniel Evans,178
GBR,111815,Cameron Norrie,176
GBR,202427,Johanna Konta,175
GBR,106281,Liam Broady,160
GBR,106378,Kyle Edmund,149
GBR,211107,Katie Boulter,143
GBR,211279,Harriet Dart,140
GBR,104918,Andy Murray,139
GBR,201586,Heather Watson,137
GBR,203465,Amanda Carreras,131
GBR,214839,Jodie Anna Burrage,125
GBR,215936,Francesca Jones,123
GBR,215042,Katie Swan,118
GBR,213602,Gabriella Taylor,108
GBR,203591,Katy Dunne,106
GBR,201648,Naomi Broady,99
GBR,211887,Maia Lumsden,94
GBR,202478,Tara Moore,93
GBR,202425,Samantha Murray,93
GBR,215431,Emily Appleton,92
GBR,211432,Eden Silva,85
GBR,126652,Jay Clarke,83
GBR,212043,Freya Christie,77
GBR,104868,James Ward,70
GBR,201399,Emily Webley Smith,69
GBR,211031,Sarah Beth Askew,65
GBR,206230,Alicia Barnett,65
GBR,106266,Lloyd Glasspool,63
GBR,220354,Emilie Lindh Gallagher,62
GBR,213600,Emily Arbuthnott,61
GBR,221054,Emma Raducanu,57
GBR,201573,Laura Robson,53
GBR,105100,Edward Corrie,48
GBR,216268,Alice Gillan,42
GBR,214762,Mirabelle Njoze,41
GBR,215962,Suzy Larkin,39
GBR,216340,Eliz Maloney,36
GBR,105528,Alexander Ward,33
GBR,106382,Luke Bambridge,31
GBR,215902,Aleksandra Pitak,31
GBR,211477,Tiffany William,27
GBR,126106,Ryan Peniston,27
GBR,215873,Tanysha Dissanayake,19
GBR,222989,Matilda Mutavdzic,17
GBR,215822,Ali Collins,17
GBR,216249,Anna Popescu,17
GBR,211598,Anna Brogan,16
GBR,207733,Jack Draper,16
GBR,221495,Destinee Martins,15
GBR,215549,Laura Sainsbury,15
GBR,205998,Manisha Foster,14
GBR,210734,Laura Deigman,14
GBR,223198,Jasmine Conway,13
GBR,105638,Daniel Cox,13
GBR,222675,Amarni Banks,12
GBR,215912,Katarzyna Pitak,12
GBR,215098,Emma Hurst,12
GBR,202925,Francesca Stephenson,10
GBR,215432,Olivia Nicholls,10
GBR,105422,Joshua Milton,9
GBR,202651,Lisa Whybourn,9
GBR,216066,Ella Taylor,9
GBR,110749,Joe Salisbury,9
GBR,222470,Amelia Bissett,9
GBR,221044,Danielle Daley,8
GBR,221228,Sasha Hill,8
GBR,216253,Victoria Allen,8
